Survived,FirstClass,SecondClass,ThirdClass,Sex,Age,SibSp,Parch,Fare
0,0,0,1,0,0.3125,0.2,0.0,0.0151757893167
1,0,1,0,1,0.35,0.0,0.0,0.0253743101115
1,1,0,0,0,0.05,0.0,0.333333333333,0.159776760723
1,0,1,0,1,0.1625,0.0,0.166666666667,0.0380614651673
1,1,0,0,0,0.425,0.0,0.0,0.0518221487278
1,0,0,1,1,0.0625,0.4,0.166666666667,0.0375896981862
1,1,0,0,0,0.65,0.0,0.0,0.0595320352617
0,0,1,0,0,0.45,0.2,0.333333333333,0.0541643927381
0,1,0,0,0,0.375,0.0,0.0,0.0541643927381
1,1,0,0,0,0.6125,0.2,0.0,0.173919815619
1,0,0,1,0,0.3625,0.0,0.0,0.0154115752137
0,1,0,0,0,0.8125,0.0,0.0,0.0518221487278
1,0,1,0,1,0.625,0.0,0.0,0.0204946350901
1,1,0,0,0,0.6,0.0,0.0,0.0518221487278
0,0,0,1,0,0.425,0.0,0.0,0.0157125535691
0,1,0,0,0,0.5875,0.0,0.0,0.0751469953303
0,0,1,0,0,0.6,0.0,0.0,0.0253743101115
0,0,0,1,0,0.475,0.0,0.0,0.0137606835605
0,1,0,0,0,0.7,0.0,0.0,0.0518221487278
1,0,0,1,1,0.009375,0.4,0.166666666667,0.0375896981862
0,0,0,1,0,0.475,0.0,0.0,0.0169080739493
1,0,1,0,1,0.4125,0.2,0.333333333333,0.0541643927381
1,0,1,0,1,0.2875,0.0,0.0,0.0269196055973
0,0,0,1,1,0.275,0.0,0.0,0.0192015212094
0,0,1,0,0,0.425,0.2,0.0,0.0409892701802
0,0,0,1,0,0.3625,0.2,0.0,0.0137524857065
0,0,0,1,0,0.275,0.0,0.0,0.0146796239605
1,0,0,1,1,0.025,0.0,0.166666666667,0.0239836027304
0,0,0,1,0,0.1125,1.0,0.333333333333,0.0915427034024
0,0,0,1,0,0.625,0.0,0.0,0.0157125535691
1,0,0,1,1,0.7875,0.0,0.0,0.0187135537073
1,1,0,0,0,0.3125,0.2,0.0,0.177774758885
1,1,0,0,1,0.4375,0.2,0.0,0.175668300772
0,1,0,0,0,0.725,0.0,0.0,0.0579705392548
0,0,0,1,0,0.375,0.0,0.0,0.0157125535691
1,0,0,1,0,0.1125,0.2,0.166666666667,0.0310347331364
0,0,0,1,0,0.2625,0.0,0.0,0.0141510575622
0,1,0,0,0,0.6875,0.0,0.0,0.0595320352617
0,1,0,0,0,0.8875,0.0,0.0,0.0966257632788
0,0,0,1,0,0.2625,0.0,0.0,0.0157125535691
1,1,0,0,1,0.675,0.2,0.0,0.152766424401
0,1,0,0,1,0.3125,0.2,0.333333333333,0.2958058998
0,0,0,1,0,0.3,0.0,0.0,0.0152163882129
0,0,0,1,0,0.2125,0.0,0.0,0.0169080739493
0,0,0,1,1,0.2625,0.0,0.0,0.0151269925665
0,0,0,1,1,0.4625,0.0,0.0,0.0187135537073
1,1,0,0,1,0.2,0.0,0.0,0.168836755742
0,1,0,0,0,0.225,0.2,0.0,0.212558643934
1,0,1,0,1,0.4125,0.0,0.333333333333,0.0507486202231
0,0,0,1,0,0.35,0.0,0.0,0.0439658719433
1,0,0,1,0,0.325,0.0,0.0,0.110272457631
1,0,0,1,0,0.3625,0.0,0.0,0.0151269925665
1,1,0,0,0,0.45,0.0,0.0,0.0513097828506
1,1,0,0,1,0.675,0.2,0.0,0.11594107851
0,0,0,1,0,0.3,0.0,0.0,0.0146308272103
0,1,0,0,0,0.5875,0.0,0.0,0.0664041791879
1,0,1,0,1,0.425,0.0,0.0,0.0204946350901
1,0,1,0,1,0.45,0.2,0.0,0.0507486202231
0,0,0,1,0,0.4,0.0,0.0,0.0154115752137
1,1,0,0,1,0.375,0.0,0.0,0.182499845802
0,0,0,1,0,0.275,0.0,0.0,0.0154115752137
1,1,0,0,1,0.55,0.0,0.166666666667,0.113167861601
0,0,0,1,0,0.50625,0.0,0.0,0.0151269925665
1,0,1,0,1,0.625,0.0,0.0,0.0204946350901
0,0,0,1,0,0.4875,0.0,0.0,0.015468569818
0,0,1,0,0,0.2875,0.4,0.166666666667,0.0224465050987
1,0,1,0,1,0.025,0.2,0.166666666667,0.0507486202231
0,0,0,1,0,0.2125,0.2,0.166666666667,0.014110458666
0,0,0,1,1,0.375,0.0,0.0,0.0169080739493
1,0,1,0,1,0.0875,0.0,0.333333333333,0.0512365877252
0,1,0,0,0,0.5625,0.0,0.0,0.0518221487278
1,1,0,0,1,0.375,0.0,0.0,0.207727765663
1,1,0,0,1,0.275,0.0,0.333333333333,0.0966175654247
1,1,0,0,1,0.45,0.0,0.333333333333,0.138582770609
0,0,0,1,1,0.1125,0.8,0.333333333333,0.0610447345184
0,0,0,1,1,0.1375,0.8,0.333333333333,0.0610447345184
1,0,1,0,0,0.4,0.2,0.0,0.0507486202231
0,1,0,0,0,0.625,0.2,0.0,0.207727765663
0,1,0,0,0,0.8,0.0,0.0,0.0507486202231
1,0,1,0,1,0.2375,0.2,0.0,0.0507486202231
0,0,0,1,0,0.4125,0.2,0.166666666667,0.0400621319261
1,0,1,0,0,0.1,0.2,0.166666666667,0.0717312228153
1,1,0,0,0,0.2125,0.0,0.333333333333,0.216429787722
0,0,1,0,0,0.3375,0.0,0.0,0.0507486202231
1,0,0,1,0,0.275,0.0,0.0,0.014102260812
1,0,0,1,1,0.275,0.0,0.0,0.0151757893167
0,1,0,0,0,0.775,0.0,0.0,0.0518221487278
1,1,0,0,1,0.6,0.2,0.0,0.0772940523398
1,1,0,0,1,0.4875,0.2,0.166666666667,0.155466446183
1,0,0,1,1,0.45,0.2,0.0,0.0339625381493
0,0,0,1,0,0.5,0.0,0.0,0.0154115752137
0,0,1,0,0,0.35,0.0,0.0,0.0263502451158
0,0,0,1,0,0.3,0.4,0.0,0.0471376607072
0,0,0,1,0,0.2375,0.0,0.0,0.0154115752137
0,0,0,1,1,0.3625,0.0,0.666666666667,0.0411356604308
1,0,0,1,0,0.4,0.0,0.0,0.0153303774214
1,0,1,0,0,0.775,0.0,0.0,0.0204946350901
1,1,0,0,1,0.6625,0.4,0.0,0.100480706546
1,1,0,0,0,0.45,0.0,0.0,0.0515049698514
0,0,0,1,0,0.2,0.0,0.0,0.0157125535691
0,0,0,1,0,0.2375,0.0,0.0,0.0283021151244
1,0,1,0,1,0.425,0.0,0.0,0.0253743101115
1,1,0,0,1,0.4875,0.2,0.0,0.10910953348
1,0,0,1,0,0.4,0.0,0.0,0.015468569818
1,0,1,0,1,0.3125,0.2,0.166666666667,0.0585561002574
1,1,0,0,1,0.4875,0.2,0.166666666667,0.216429787722
0,0,1,0,0,0.675,0.0,0.0,0.0507486202231
0,1,0,0,0,0.45,0.0,0.0,0.0783187840943
1,1,0,0,1,0.225,0.0,0.333333333333,0.155466446183
0,0,1,0,0,0.5875,0.0,0.0,0.0292780501287
1,1,0,0,0,0.75,0.2,0.166666666667,0.15458810468
0,0,0,1,0,0.275,0.0,0.0,0.0157125535691
0,0,0,1,0,0.4375,0.0,0.0,0.0139070738111
1,1,0,0,1,0.65,0.2,0.0,0.152766424401
0,0,0,1,0,0.5875,0.0,0.0,0.0141510575622
0,0,1,0,0,0.4625,0.2,0.0,0.0507486202231
0,0,0,1,0,0.45,0.2,0.166666666667,0.0471376607072
0,0,0,1,0,0.6125,0.0,0.0,0.0
1,1,0,0,0,0.6125,0.2,0.0,0.111118398092
1,0,1,0,1,0.3,0.4,0.166666666667,0.0527004902317
0,0,0,1,0,0.55,0.0,0.0,0.0157125535691
1,1,0,0,0,0.4375,0.0,0.0,0.0518221487278
0,0,0,1,0,0.45,0.2,0.0,0.0303515786334
0,0,0,1,0,0.375,0.0,0.0,0.0154115752137
1,1,0,0,0,0.3375,0.0,0.0,0.0595320352617
1,0,1,0,1,0.275,0.2,0.333333333333,0.0811571934608
1,1,0,0,1,0.5,0.0,0.0,0.299538851192
0,0,0,1,1,0.4875,0.2,0.833333333333,0.0610447345184
0,0,0,1,0,0.4375,0.0,0.0,0.0157125535691
1,0,1,0,1,0.3,0.2,0.333333333333,0.126871550558
0,0,0,1,0,0.425,0.2,0.166666666667,0.0281069281236
0,0,0,1,1,0.325,0.2,0.0,0.0314251071381
1,0,1,0,1,0.05,0.4,0.166666666667,0.0761229303346
0,0,1,0,0,0.325,0.0,0.0,0.0204946350901
0,0,0,1,0,0.3375,0.2,0.0,0.028212719478
1,1,0,0,0,0.525,0.2,0.0,0.102578966805
1,0,0,1,0,0.25,0.2,0.166666666667,0.0307257521141
0,0,0,1,0,0.2625,0.0,0.0,0.0153303774214
0,0,0,1,0,0.2625,0.0,0.0,0.0314251071381
0,1,0,0,0,0.7625,0.0,0.0,0.0630860001733
0,0,1,0,0,0.7125,0.0,0.0,0.024105594606
1,1,0,0,1,0.2625,0.0,0.0,0.15216446769
0,0,0,1,0,0.325,0.0,0.0,0.0154115752137
1,1,0,0,0,1.0,0.0,0.0,0.0585561002574
0,0,0,1,0,0.6375,0.0,0.0,0.0137688814145
1,1,0,0,0,0.4,0.0,0.0,0.0595320352617
0,0,0,1,1,0.1125,0.6,0.333333333333,0.0544571732394
1,0,1,0,1,0.35,0.0,0.0,0.0253743101115
0,0,0,1,0,0.4,0.0,0.0,0.015468569818
0,0,1,0,0,0.3875,0.2,0.166666666667,0.0512365877252
0,0,0,1,1,0.5125,0.0,0.833333333333,0.0774648409655
0,0,0,1,0,0.25,0.0,0.0,0.0153303774214
1,1,0,0,1,0.3,0.0,0.0,0.135264591595
0,0,0,1,1,0.025,0.6,0.333333333333,0.0544571732394
1,0,0,1,1,0.009375,0.4,0.166666666667,0.0375896981862
1,1,0,0,0,0.6,0.2,0.0,0.149765424262
0,0,0,1,0,0.2375,0.0,0.0,0.0154115752137
1,1,0,0,0,0.7,0.0,0.0,0.0692913853046
1,0,0,1,1,0.2875,0.0,0.0,0.0147366185648
1,0,1,0,1,0.225,0.0,0.166666666667,0.0448930101973
0,0,0,1,0,0.2625,0.0,0.0,0.0164607053434
0,0,0,1,1,0.225,0.0,0.0,0.0131751225579
0,0,1,0,0,0.3,0.4,0.0,0.143462445631
0,0,0,1,1,0.4,0.2,0.166666666667,0.030253985133
0,0,1,0,0,0.2875,0.0,0.0,0.0253743101115
0,1,0,0,0,0.725,0.0,0.333333333333,0.221098075222
1,1,0,0,0,0.625,0.4,0.0,0.260867426647
0,0,0,1,0,0.5,0.0,0.0,0.014102260812
0,1,0,0,0,0.5875,0.0,0.0,0.0499434738446
0,0,0,1,0,0.45,0.0,0.0,0.0146308272103
1,0,0,1,0,0.25,0.2,0.0,0.015468569818
0,0,1,0,0,0.4,0.4,0.0,0.143462445631
0,0,1,0,0,0.3125,0.0,0.0,0.0253743101115
0,0,0,1,0,0.5375,0.0,0.0,0.0157125535691
1,0,1,0,1,0.5,0.2,0.166666666667,0.0761229303346
0,1,0,0,0,0.3875,0.2,0.0,0.101497240446
0,0,1,0,0,0.875,0.0,0.0,0.0204946350901
1,0,1,0,0,0.3875,0.0,0.0,0.0253743101115
0,0,0,1,0,0.225,0.0,0.0,0.0151757893167
0,0,0,1,0,0.30625,0.0,0.0,0.0157125535691
1,0,0,1,1,0.225,0.0,0.0,0.0192097190634
0,0,0,1,1,0.5375,0.2,1.0,0.0915427034024
1,1,0,0,0,0.45,0.0,0.166666666667,1.0
1,1,0,0,0,0.3375,0.0,0.0,0.149765424262
0,0,0,1,0,0.25,0.0,0.0,0.0180060008292
0,0,0,1,0,0.175,1.0,0.333333333333,0.0915427034024
0,0,1,0,0,0.75,0.2,0.166666666667,0.0761229303346
0,0,1,0,0,0.3125,0.2,0.333333333333,0.0811571934608
0,0,0,1,0,0.175,0.8,0.166666666667,0.0774648409655
0,0,0,1,0,0.2375,0.0,0.0,0.0198520794833
0,0,0,1,0,0.225,0.0,0.0,0.0152163882129
1,1,0,0,1,0.1875,0.0,0.166666666667,0.412503327938
1,1,0,0,0,0.3875,0.2,0.0,0.111256590489
1,0,0,1,1,0.05,0.0,0.166666666667,0.0261876543441
0,0,0,1,0,0.3125,0.0,0.0,0.014102260812
0,1,0,0,0,0.75,0.0,0.0,0.0518221487278
0,0,1,0,0,0.65,0.0,0.0,0.0263502451158
0,0,0,1,0,0.55,0.0,0.0,0.0157125535691
0,1,0,0,0,0.6125,0.2,0.166666666667,0.216429787722
0,0,0,1,0,0.525,0.0,0.0,0.0149318055656
1,1,0,0,1,0.225,0.2,0.0,0.444099223702
1,1,0,0,0,0.4375,0.0,0.0,0.0513097828506
0,0,0,1,1,0.225,0.0,0.166666666667,0.028212719478
0,0,0,1,0,0.3125,0.0,0.0,0.0151107920454
0,0,0,1,0,0.325,0.2,0.0,0.0153303774214
0,0,1,0,0,0.4875,0.0,0.0,0.0507486202231
1,0,1,0,1,0.5625,0.0,0.0,0.0263502451158
1,1,0,0,0,0.525,0.0,0.0,0.0513097828506
1,1,0,0,1,0.275,0.0,0.0,0.2958058998
1,1,0,0,1,0.3,0.0,0.0,0.0966257632788
1,1,0,0,0,0.6,0.2,0.0,0.101497240446
0,0,0,1,0,0.3625,0.0,0.0,0.0185101688524
0,0,1,0,0,0.65,0.0,0.0,0.0253743101115
0,0,0,1,0,0.2375,0.0,0.0,0.0149318055656
1,1,0,0,1,0.475,0.0,0.0,0.444099223702
1,0,1,0,1,0.3375,0.0,0.0,0.0204946350901
0,0,0,1,0,0.4125,0.0,0.0,0.0151757893167
1,0,1,0,1,0.075,0.0,0.166666666667,0.0644117102832
0,0,0,1,0,0.2125,0.2,0.0,0.0137688814145
0,0,1,0,0,0.425,0.0,0.0,0.0253743101115
0,0,1,0,0,0.625,0.0,0.0,0.0253743101115
1,1,0,0,0,0.3375,0.2,0.0,0.103644297456
0,0,0,1,0,0.25,0.0,0.0,0.0169080739493
1,0,1,0,1,0.375,0.6,0.0,0.0409892701802
0,0,1,0,0,0.3125,0.2,0.0,0.0507486202231
0,0,0,1,1,0.3125,0.2,0.0,0.015468569818
1,1,0,0,1,0.3625,0.0,0.0,0.412503327938
0,0,0,1,0,0.1375,0.0,0.0,0.0366707577862
0,0,1,0,0,0.2875,0.0,0.0,0.0253743101115
0,0,1,0,0,0.2875,0.0,0.0,0.0253743101115
0,0,0,1,0,0.35625,0.0,0.0,0.0314251071381
0,0,0,1,1,0.6,0.2,0.5,0.067095531545
1,1,0,0,0,0.4375,0.0,0.0,1.0
0,1,0,0,0,0.45,0.2,0.0,0.153904950177
1,1,0,0,1,0.2625,0.4,0.333333333333,0.512121893501
0,0,0,1,0,0.3,0.2,0.0,0.0314251071381
1,0,0,1,0,0.3875,0.0,0.0,0.015468569818
0,1,0,0,0,0.875,0.2,0.166666666667,0.138582770609
0,0,0,1,0,0.2,0.2,0.166666666667,0.0395253676738
1,0,1,0,1,0.375,0.0,0.0,0.0253743101115
0,1,0,0,0,0.2375,0.2,0.0,0.103644297456
0,0,0,1,0,0.3875,0.0,0.0,0.0151269925665
1,0,1,0,1,0.05,0.2,0.166666666667,0.0448930101973
1,0,0,1,0,0.075,0.0,0.166666666667,0.024349578357
0,0,0,1,0,0.4125,0.0,0.0,0.0185427650815
0,0,0,1,0,0.2875,0.0,0.0,0.0154115752137
1,0,1,0,1,0.6,0.2,0.333333333333,0.126871550558
1,0,1,0,0,0.008375,0.2,0.166666666667,0.0283021151244
0,0,0,1,0,0.35,0.0,0.0,0.0152163882129
0,0,1,0,0,0.225,0.0,0.0,0.0224465050987
0,0,0,1,0,0.425,0.0,0.0,0.0157125535691
1,1,0,0,1,0.4125,0.0,0.0,0.168836755742
0,0,0,1,0,0.5125,0.0,0.0,0.0139070738111
1,0,0,1,0,0.25,0.0,0.0,0.014110458666
1,1,0,0,1,0.45,0.2,0.333333333333,0.23422440103
0,0,0,1,0,0.2,0.0,0.0,0.0151757893167
1,1,0,0,1,0.6375,0.2,0.0,0.15216446769
0,0,0,1,1,0.38125,0.0,0.0,0.0151269925665
0,0,0,1,0,0.4,0.0,0.0,0.0163225129468
0,0,0,1,0,0.3,0.0,0.0,0.0185427650815
0,0,0,1,0,0.6,0.0,0.0,0.0153303774214
0,0,1,0,1,0.7125,0.0,0.0,0.0204946350901
1,0,1,0,1,0.675,0.2,0.5,0.0448930101973
0,0,0,1,0,0.225,0.0,0.0,0.0151269925665
1,0,0,1,1,0.0625,0.0,0.0,0.024349578357
1,1,0,0,1,0.5375,0.0,0.166666666667,0.412503327938
1,0,0,1,1,0.1625,0.0,0.0,0.014110458666
1,1,0,0,1,0.2125,0.2,0.0,0.111256590489
0,1,0,0,0,0.3625,0.0,0.0,0.0585561002574
0,0,0,1,0,0.3125,0.0,0.0,0.0137606835605
0,0,0,1,0,0.3125,0.0,0.0,0.0141510575622
1,0,0,1,1,0.225,0.0,0.0,0.0146308272103
0,0,0,1,0,0.1,0.8,0.166666666667,0.0568482139999
1,0,0,1,0,0.0125,0.2,0.333333333333,0.0401597254265
0,1,0,0,0,0.575,0.0,0.0,0.15458810468
0,0,1,0,0,0.2,0.0,0.0,0.0507486202231
0,0,0,1,0,0.3125,0.0,0.0,0.0154115752137
0,0,1,0,0,0.4875,0.0,0.0,0.0253743101115
1,1,0,0,1,0.6125,0.0,0.0,0.0506104278265
1,0,0,1,1,0.3875,0.0,0.0,0.0169486728455
0,0,0,1,0,0.375,0.0,0.0,0.014110458666
0,0,0,1,1,0.375,0.2,0.166666666667,0.0471376607072
0,0,1,0,0,0.425,0.0,0.0,0.0253743101115
1,0,1,0,1,0.3875,0.2,0.166666666667,0.0512365877252
1,1,0,0,0,0.1375,0.2,0.333333333333,0.23422440103
1,0,0,1,0,0.00525,0.0,0.166666666667,0.0166234913021
1,0,0,1,0,0.3375,0.0,0.0,0.0136142933098
0,0,0,1,0,0.3875,0.0,0.0,0.0151757893167
0,1,0,0,0,0.4875,0.0,0.0,0.0
0,0,0,1,1,0.225,0.0,0.0,0.0151757893167
0,0,1,0,0,0.4875,0.0,0.0,0.0253743101115
1,1,0,0,1,0.4125,0.2,0.0,0.103644297456
0,0,0,1,0,0.325,0.0,0.0,0.0153953746927
0,0,0,1,0,0.4875,0.0,0.0,0.0471376607072
0,0,1,0,0,0.4375,0.0,0.0,0.0204946350901
0,0,0,1,1,0.075,0.8,0.333333333333,0.0610447345184
0,0,0,1,0,0.38125,0.0,0.0,0.0157125535691
0,0,0,1,1,0.2875,0.0,0.0,0.015468569818
0,0,1,0,0,0.3875,0.2,0.166666666667,0.0722273881715
0,0,0,1,0,0.5375,0.0,0.0,0.0125895615553
0,0,0,1,0,0.125,0.6,0.333333333333,0.0544571732394
1,1,0,0,1,0.65,0.2,0.166666666667,0.182499845802
1,0,0,1,0,0.3375,0.0,0.0,0.0169080739493
0,1,0,0,0,0.475,0.0,0.0,0.0
1,0,0,1,1,0.3375,0.0,0.166666666667,0.024349578357
0,0,0,1,0,0.025,0.8,0.166666666667,0.0774648409655
1,0,1,0,0,0.0125,0.0,0.333333333333,0.0722273881715
1,1,0,0,1,0.775,0.0,0.0,0.156149600686
1,0,0,1,1,0.1875,0.2,0.0,0.028212719478
1,0,1,0,0,0.010375,0.2,0.166666666667,0.0365975626609
0,0,0,1,0,0.2875,0.0,0.0,0.0153303774214
0,0,0,1,0,0.225,0.0,0.0,0.0162005210712
1,1,0,0,1,0.4875,0.2,0.166666666667,0.162314191735
0,0,0,1,0,0.2625,0.0,0.0,0.0169080739493
1,0,0,1,0,0.4,0.0,0.0,0.110272457631
0,0,0,1,0,0.25,0.0,0.0,0.015468569818
0,0,1,0,0,0.2,0.0,0.0,0.0204946350901
1,1,0,0,1,0.375,0.0,0.0,0.060507970266
0,0,0,1,0,0.43125,0.0,0.0,0.0125651631802
0,0,0,1,0,0.2125,0.0,0.0,0.0169080739493
0,0,0,1,0,0.525,0.0,0.0,0.0147366185648
0,0,0,1,0,0.4375,0.0,0.0,0.0154115752137
0,0,1,0,0,0.35,0.0,0.166666666667,0.0644117102832
0,0,0,1,0,0.05,0.8,0.333333333333,0.0610447345184
0,0,0,1,0,0.925,0.0,0.0,0.0151757893167
0,0,0,1,1,0.1125,0.2,0.166666666667,0.0297578197768
1,1,0,0,1,0.2,0.0,0.166666666667,0.0769036783381
0,0,1,0,1,0.55,0.2,0.0,0.0507486202231
1,0,0,1,1,0.225,0.0,0.166666666667,0.0182499845802
1,1,0,0,1,0.5625,0.2,0.166666666667,0.321798367144
1,1,0,0,0,0.6375,0.0,0.0,0.0518221487278
1,0,0,1,1,0.3,0.0,0.5,0.0375896981862
0,0,0,1,0,0.5125,0.4,0.0,0.0275375676421
0,0,1,0,0,0.2625,0.2,0.0,0.0224465050987
1,1,0,0,1,0.6,0.0,0.0,0.0506104278265
0,0,1,0,0,0.3,0.0,0.0,0.0253743101115
1,0,1,0,1,0.525,0.0,0.0,0.0253743101115
1,0,1,0,1,0.3375,0.2,0.0,0.0270496001399
0,1,0,0,0,0.3875,0.0,0.0,0.0985612375793
1,0,0,1,0,0.05,0.2,0.166666666667,0.0217307543665
0,0,0,1,0,0.325,0.0,0.0,0.0154115752137
1,1,0,0,1,0.5875,0.2,0.166666666667,0.102578966805
0,1,0,0,0,0.4125,0.0,0.0,0.0097593500429
0,0,0,1,0,0.5875,0.0,0.0,0.0175668300772
1,0,1,0,1,0.35,0.2,0.0,0.0468448802059
1,0,0,1,1,0.1875,0.0,0.0,0.014102260812
0,0,0,1,0,0.25,0.0,0.0,0.0192177217305
0,0,0,1,0,0.2375,0.0,0.0,0.0154115752137
1,1,0,0,1,0.7,0.0,0.166666666667,0.162314191735
1,0,1,0,1,0.3125,0.0,0.166666666667,0.0507486202231
0,0,0,1,0,0.4125,0.0,0.0,0.0154115752137
0,0,0,1,1,0.275,0.0,0.0,0.0205272313192
0,0,1,0,0,0.35,0.0,0.0,0.0204946350901
0,0,0,1,0,0.3125,0.0,0.0,0.0137606835605
0,0,0,1,1,0.4875,0.0,0.833333333333,0.0568482139999
0,0,1,0,0,0.3375,0.0,0.0,0.0253743101115
1,1,0,0,1,0.2375,0.0,0.0,0.0585561002574
1,1,0,0,0,0.325,0.0,0.0,0.0585561002574
0,0,0,1,0,0.4,0.0,0.0,0.0151269925665
